title,link,image_src,author,publisher,price,description
축구 (2022 가온빛 추천그림책),https://search.shopping.naver.com/book/catalog/32481982871,https://shopping-phinf.pstatic.net/main_3248198/32481982871.20230418162503.jpg,키티 크라우더,책빛,12600,"아스트리드 린드그렌 상 수상 작가 키티 크라우더의
《포카와 민 시리즈》 여섯 번째 이야기

“포카, 나도 축구하고 싶어요!”
“그런데 축구는 남자애들이 많이 하는 운동인데?”

민은 축구가 하고 싶습니다. 설레는 마음으로 축구부에 들어갔지만, 팀원들은 민을 반기지 않습니다. 민은 훈련을 마치고 포카 품에 안겨 눈물을 흘립니다. 하지만 민은 포기하지 않고 열심히 공차기 연습을 합니다. 드디어 축구 시합이 있는 날, 민은 실력을 보여줄 수 있을까요?

《포카와 민 시리즈》 여섯 번째 이야기입니다. 여섯 개의 발이 달린 곤충, 포카와 민을 주인공으로 어린이에게 일어날 수 있는 소소한 일상을 다루었으며, 사랑하고 존중하는 관계의 소중함, 한부모 가족, 성평등, 고정관념과 편견 등 다양한 주제들을 이야기합니다. 《포카와 민 시리즈》는 키티 크라우더 작가가 11년 동안 쓴 그림책 시리즈로 총 8권(《일어나요!》, 《새로운 날개》, 《박물관에서》, 《영화관에서》, 《정원에서》, 《축구》, 《낚시하러 가요!》, 《할머니를 위한 선물》)으로 구성되었습니다."
축구,https://search.shopping.naver.com/book/catalog/32485091887,https://shopping-phinf.pstatic.net/main_3248509/32485091887.20220524184800.jpg,크리스티안 페트리,다감,0,"축구의 세계로 함께 떠나 볼까요?

초등학교 저학년 아이들이 꼭 알아야 할 기초 과학 상식을 담아낸「나한테 물어봐」제3권 『축구』. 축구는 언제부터 시작했을까? 축구 경기 규칙에는 무엇무엇이 있을까? 세계적인 축구 선수는 누가 있을까? 이 책은 축구에 대해 꼭 알아 두어야 할 내용을 알기 쉽게 설명해준다. 이해하기 쉬운 문장과 한눈에 들어오는 재미 있는 그림으로 축구에 대한 다양한 지식과 스포츠 과학을 함께 배울 수 있도록 구성하였다."
축구,https://search.shopping.naver.com/book/catalog/32493322782,https://shopping-phinf.pstatic.net/main_3249332/32493322782.20220527055330.jpg,윤형기,숭실대학교출판부,0,"[몸으로 익히는 축구]는 ‘몸으로 익혀’ 축구하는 법 즉, 공을 다루는 법에 대한 활용서이다. 경기에서 가장 기본이 되는 킥(kick), 드리블, 트래핑 등의 기술 방법이 사진과 함께 기술되어 있고, 축구지도법으로 스루패스, 센터링 등 패스 방법과 세트플레이에 관하여도 쉽게 설명해 보다 손쉽게 누구나 익힐 수 있도록 했다."
축구에 관한 모든 것 18 : 축구룰 (축구룰),https://search.shopping.naver.com/book/catalog/32455976783,https://shopping-phinf.pstatic.net/main_3245597/32455976783.20221228072812.jpg,정재헌,사람들,14400,"2002년 한일 월드컵 4강 이후 대한민국 축구는 급격하게 발전했다. 전체적인 시스템, 관련 시설들, 그리고 국가대표팀을 비롯하여 K리그 팀들도 국제무대에서 좋은 모습을 꾸준히 보여주고 있다. 그러나 정작 가장 기본적인 규정의 중요성은 배제되고 있다. 국내에 축구와 관련한 다양한 서적들이 출시되고 있으나, 규정을 다룬 책은 찾아보기가 힘들다. 대한축구협회에서 매년 규정에 관한 번역본을 제공하고 있지만, 보편화되지 않은 것이 현실이다. 여전히 올바르지 않은 용어가 사용되거나 규정이 잘못 알려져 있는 부분도 많다. 

『축구에 관한 모든 것』 18권에서는 축구 경기 만큼이나 중요한 룰에 관해 정리하였다. 축구 규정에 관한 전반적인 내용과 함께 역사적 배경, 변천 과정을 담아냈다. 다소 딱딱할 수 있는 내용을 감안하여 17항으로 이루어진 각 항의 앞부분에 저자의 생각 혹은 이야기를 곁들이고 있다."
친구랑 축구,https://search.shopping.naver.com/book/catalog/53070674971,https://shopping-phinf.pstatic.net/main_5307067/53070674971.20250218082849.jpg,최한결,하모니북,15000,"나는 축구를 잘해
그리고 드리블도 잘하고
리프팅도 잘해
나랑 같이 축구할래?
응. 하자."
축구가 좋아!,https://search.shopping.naver.com/book/catalog/32438287622,https://shopping-phinf.pstatic.net/main_3243828/32438287622.20230728071449.jpg,크리스티네 뇌스틀링거,비룡소,6300,"프란츠는 남들보다 작은 키, 금빛 곱슬머리, 앵두같은 입, 장미빛 뺨때문에 여자아이로 오해받곤 해 속상하다. 그런 프란츠가 이번에는 여자 친구 가비의 축구팀에서 선수로 뛰게 된다. 사실, 프란츠는 남자 애들과 함께 축구를 하고 싶었지만 어느 날, 축구공에 맞아 기절하는 바람에 다른 아이들이 프란츠를 팀에 끼워주지 않은 것.



프란츠는 '명예 소녀'가 되어 가비의 소녀 축구 팀 선수로 시합에 나간다. 상대는 프란츠의 반 남자아이들이 만든 축구팀. 맹렬하게 활약한 프란츠는 게임을 무승부로 끝낸다. 프란츠를 따돌렸던 남자 아이들은 다시 프란츠를 데리고 오려고 하지만, 프란츠는 자신의 능력을 인정해 준 소녀 축구팀에 그대로 남기로 한다.



크리스티네 뇌스틀링거의 프란츠 이야기 여섯번째 권이다."
축구경기규칙,https://search.shopping.naver.com/book/catalog/53512248816,https://shopping-phinf.pstatic.net/main_5351224/53512248816.20250312201914.jpg,안수완,부크크(bookk),13000,초등학생도 쉽게알수있는 축구의규칙
축구의 시대 (정몽규 축구 30년),https://search.shopping.naver.com/book/catalog/49376185625,https://shopping-phinf.pstatic.net/main_4937618/49376185625.20240727071304.jpg,정몽규,브레인스토어,26100,"한국 축구 역사상 가장 논쟁적인 인물 정몽규!
우리는 ‘정몽규라는 축구인’에 대해 얼마나 알고 있을까? 
정몽규 그가 걸어온 30년의 축구 여정을 되짚으며 처음 밝히는 속내를 들어본다

대한축구협회장 정몽규. 그는 2024년 현재, 아니 어쩌면 지난 10여 년간 한국 축구계에서 가장 많은 비판과 비난을 받아온 인물일지 모른다. 반반으로 나뉘어 가장 치열하게 맞붙는 정치권의 인물들도 확고한 ‘내 편’이 있다. 국민 혹은 시민의 절반으로부터는 모멸에 가까운 반의, 적의를 받을지라도, 또 다른 절반으로부터는 뜨거운 사랑과 열렬한 지지를 얻는다. 이렇듯 호감을 표하는 사람이 있다면, 비호감을 드러내는 이도 있는 것이 인간사, 세상사의 흔한 모습이고, 사실 대부분은 호불호를 떠나, 그저 철저한 무관심 속에서 살아간다. 하지만 그렇지 않은 삶을 살아가는 사람도 있다. 바로 정몽규가 그런 인물이다.
그러나 정몽규라는 사람을 비난하는 이들 중에서 정작 그에 대해 제대로 알고 있는 사람은 거의 없다는 사실이 역설적이면서도 흥미롭다. 너도 나도 정몽규를 향해 돌을 던지지만, 정작 그가 왜 그것을 감수해야 하는 대상이 되어야 하는지 알지 못한다. 굉장한 아이러니가 아닐 수 없다. 그를 비판하는 댓글을 다는 것이 마치 인터넷 세상의 놀이나 유행이 되어버린 듯한 느낌이라고 해도 과언은 아닐 것이다. 왜 그런 것일까? 왜 그렇게 된 것일까? 많은 부분이 크고 작은 오해에서 비롯된 것은 아닐까? 그렇다면 그는 왜 오해의 간극을 메우려 애쓰지 않았던 것일까?
어쩌면 이 책 『축구의 시대』가 그동안 그를 둘러싼 오해와 논란에 대해 답하는 최초의 ‘오피셜 코멘트(Official Comment)’일 수도 있겠다. 물론 이 책은 이런저런 물음에 답변하기 위해 쓰인 책이 아니다. 전혀 그렇지 않다. 정몽규라는 사람이 차갑고 날카로운 시선 속에서도 우직하고 담담하게 자신의 길을 걸어왔던 것처럼, 이 책 역시 제법 차가운 온도와 건조한 습도에서 담백하게 써내려간 이야기가 대부분이다. 그저 축구인으로 살아온 30년의 삶을 한 권의 책으로 정리해보겠다는 마음이 커다랗게 자라났기에 작년 여름부터 1년이라는 시간을 집필 작업에 몰두한 것이다.
간단히 표현하자면, 『축구의 시대』는 대중과의 오해를 좁히기 위한 책이라기보다 자신이 해왔던 일들과 걸어왔던 행보에 대해 스스로 되짚어 공유하는 책이라고 보는 것이 맞을 것이다. 그리고 그 이야기들은 제목에서 알 수 있듯이 거의 모든 것들이 축구와 한국 축구를 매개로 한다. 정몽규라는 기업인이 30년간 한국 축구의 발전을 위해 생각하고 고민했던, 도전하고 시도했던 일들이 고스란히 담겨 있다.
그 안에는 성공도, 실패도 있다. 완벽에 가까웠던 결과도 있고, 판단 착오에 가까웠던 일도 있다. 하지만 그는 그러한 일들에 대해 부풀리거나 축소하지 않는다. 잘된 것은 잘된 대로, 잘못된 것은 잘못된 대로 의미를 찾아 매듭짓는다. 그것이 자신은 물론 앞으로 한국 축구 발전을 위해 애쓸 이들에게 좋은 표식이 될 수 있다고 믿기 때문이다. 이 책에는 그러한 표식들이 가득 들어 있다."
축구선수 윌리 (웅진 세계 그림책 26),https://search.shopping.naver.com/book/catalog/32465377531,https://shopping-phinf.pstatic.net/main_3246537/32465377531.20230516165404.jpg,앤서니 브라운,웅진주니어,9900,"침팬지 윌리는 축구를 좋아해요. 선수로 뽑혀 시합에 나가는 게 꿈이죠. 축구 연습에도 열심히 나가지만, 아무도 윌리한테 공을 패스하지 않아요. 윌리에게는 축구화도 없어요. 과연 윌리는 축구 선수가 될 수 있을까요?"
축구시합,https://search.shopping.naver.com/book/catalog/32466689824,https://shopping-phinf.pstatic.net/main_3246668/32466689824.20241217084945.jpg,김감독,축구하는집,12000,축구하러 가기전에 후다닥 읽는책
축구 지능 (축구 경기를 전략적으로 지배하는 능력),https://search.shopping.naver.com/book/catalog/32483752677,https://shopping-phinf.pstatic.net/main_3248375/32483752677.20230606090504.jpg,댄 블랭크,푸른솔,13500,"『축구 지능』은 축구의 테크닉에 관한 것이 아니며, 독자가 이미 상당한 수준의 테크닉을 가지고 있으리라는 전제하에 쓰여 졌다. 20년간 대학 선수들을 지도한 경험을 토대로 저자는 선수들이 축구에서 가장 흔하지만 정말로 중요한 문제들을 신속하게 해결하는 방안들을 제시함으로써 순간순간 보다 똑똑한 결정을 내리도록 해준다."
"축구하자! (무리뉴 덕후, 사회인 축구 감독 되다)",https://search.shopping.naver.com/book/catalog/32503432868,https://shopping-phinf.pstatic.net/main_3250343/32503432868.20221229074243.jpg,이종인,이야기나무,13500,"프로 선수들은 모르는
사회인 축구의 매력!

이 책은 사회인 축구팀의 선수 겸 감독으로 오랜 기간 활동한 작가가 알려주는 사회인 축구의 모든 것을 이야기한다. 저자는 직업 축구선수처럼 금전적인 보상이 주어지지 않음에도 공을 쫓는 사람들을 가리켜 ‘사회인 축구선수’ 혹은 ‘아마추어 선수’라고 부른다. 이들에게 축구는 오로지 취미 생활일 뿐 직업이 아니고, 이들의 목표는 축구 그 자체를 즐기는 것이다. 사회생활만으로도 충분히 피곤할 이들을 경기장으로 이끄는 사회인 축구의 매력은 무엇일까?

첫 번째, 저렴하다. 모든 취미 생활에는 금전적인 투자가 따른다. 국내 사회인 축구 경기장은 다른 스포츠 경기장보다 월등히 많아 비교적 저렴한 비용으로 대여할 수 있고, 스포츠 용품 또한 저렴한 편이라 부담 없이 시작할 수 있다. 두 번째, 다양한 사람들을 만날 수 있다. 출신도 배경도 다른 수십 명의 사람을 만나 다채로운 자극과 인맥을 쌓을 수 있다! 세 번째, 많은 것을 배울 수 있다."
축구 전쟁 (축구의 또 다른 이름 전쟁),https://search.shopping.naver.com/book/catalog/32493323152,https://shopping-phinf.pstatic.net/main_3249332/32493323152.20230801121848.jpg,윤동일,아테,16200,"‘축구는 전쟁이다!’

남자가 여자와 데이트 할 때 가장 피해야 하는 ‘군대에서 축구한 이야기’가 책으로 나왔다. [축구의 또 다른 이름 전쟁] 줄여서 ‘축구전쟁’이 그것. 축구 서적이 많지만, 전쟁 관점에서 쓴 건 유일하다. 오늘날 세계에서 가장 인기 있는 스포츠, 축구를 두고 “전쟁 같다”고 하지만, 저자는 서슴지 않고 ‘축구는 전쟁’이라고 단언하며 전쟁과 촘촘히 연결된 다양한 증거를 공개하고 있다. 손의 사용을 금지한 축구가 전쟁과 함께 진화한 역사를 통해 그 본질을 꿰뚫는다. 아는 만큼 보인다고 했던가? “축구를 알면 전쟁이 보이고, 전쟁을 알면 축구가 보인다!”"
원더풀 사이언스 7: 축구 야구 (축구 야구),https://search.shopping.naver.com/book/catalog/32497272896,https://shopping-phinf.pstatic.net/main_3249727/32497272896.20240423080225.jpg,전미화,지식채널,8820,"교육과학기술부, 경기도 교육청이 지원하는 ‘재미있는 과학 프로그램’ EBS 과학 다큐 「원더풀 사이언스」시리즈. 만화 「원더풀 사이언스」는 흥미진진한 스토리와 함께 생활 속의 궁금증을 풀어 가는 과정에서 저절로 기초 과학 지식을 익히게 해 줍니다. 7권 ‘축구 야구’ 편은 없어질 위기에 처한 학교 축구부와 어린이 야구단에 주인공 도리, 마리, 알리노가 참여하게 되면서 시작됩니다. 아이들이 축구 야구에 숨은 재능을 발견하고 성장해 가면서 스포츠에 숨어 있는 과학 현상과 원리를 학습합니다."
축구 스타,https://search.shopping.naver.com/book/catalog/32492600441,https://shopping-phinf.pstatic.net/main_3249260/32492600441.20221229072305.jpg,마이클 하드캐슬,한국아동교육미디어,9000,세계 창작 동화 베스트 수상작 월드 스쿨 시리즈. 오스카는 존슨빌 지역 축구팀에 선발되었을 때 무척 기뻤다. 하지만 하필이면 첫 경기일이 중요한 가족 모임과 겹치고 말았다. 엄마는 당연히 축구 시합에 나가는 것을 반대했다. 하지만 할아버지가 모두를 만족시킬 수 있는 아이디어를 짜냈는데…
과학축구 (피지컬 트레이닝),https://search.shopping.naver.com/book/catalog/32436264108,https://shopping-phinf.pstatic.net/main_3243626/32436264108.20221227205746.jpg,신재명,한울(한울아카데미),0,"다년간 브라질 유학과 유럽·남미·국내 코치를 경험한 저자가 세계적인 현대 피지컬 트레이닝의 흐름을 반영하여 집필한 국내 최초의 축구 트레이닝 교본이다. 



이제 현대 축구는 단지 공만 잘 차면 전부였던 과거의 축구가 아니다. 1966년 영국 월드컵에서 영국 대표팀에 의해 힘의 축구가 처음으로 세상에 모습을 드러낸 이래, 축구는 엄청난 속도로 하루가 다르게 진화에 진화를 거듭해왔다. 그중 선수들의 체력을 담당하는 피지컬 트레이닝이 가장 두드러진 성장을 했다고 할 수 있다. 



과거 기술적인 부분에만 치중해왔던 축구 트레이닝의 개념이 운동생리학을 전공한 피지컬 코치들의 체계적인 연구와 노력에 의해 결실을 맺으면서 지금의 ‘과학축구’로 탈바꿈하게 됐다."
축구 종족 (전 세계 약 30억 축구족에 대한 문화인류학적 보고서),https://search.shopping.naver.com/book/catalog/32455976626,https://shopping-phinf.pstatic.net/main_3245597/32455976626.20220527063046.jpg,데즈먼드 모리스,한스미디어,0,"축구장 안팎에서 벌어지는 다양한 이야기!

축구는 인기 있는 스포츠 그 이상이다. 소년·중년 할 것 없이 그들은 축구 선수라도 되는 양 운동장을 누빈다. 텔레비전 앞이나 경기장에서 축구를 보는 사람들은 저마다 의견을 개진하고, 작전을 지시한다. 혹자는 축구를 종교라고 하고, 혹자는 축구를 아름다운 게임 혹은 인류 보편의 언어라고 한다. 그리고 이 책 『축구 종족』의 저자 데즈먼드 모리스는 이처럼 축구를 즐기는 모든 이들을 ‘축구족’으로 규정한다. 

190여 장의 생생한 사진과 함께 선수, 열성팬, 코칭스태프, 챔피언을 꿈꾸는 모든 ‘축구족’들에게 바치는 이 책은 축구에 대한 문화인류학적 보고서라 할만하다.  저자는 특히 축구가 없어도 살 수 있다고 믿는 많은 이들을 위해서도 이 책을 썼다고 말한다. 이 책을 통해 축구의 역사, 전략과 규칙, 조직과 열정, 프로정신과 열광적인 지지, 난폭함과 천진함 등 필드 안팎에서 벌어지는 다양한 이야기를 만나게 될 것이다."
과학축구 (피지컬 트레이닝),https://search.shopping.naver.com/book/catalog/32466671831,https://shopping-phinf.pstatic.net/main_3246667/32466671831.20220527022313.jpg,신재명,한울,0,"세계 최첨단 피지컬 트레이닝의 흐름과 프로그램으로 담은 현대 축구 트레이닝 교본 『과학축구』. 이 책은 축구선수가 완벽한 피지컬 컨디션으로 가기 위한 과정을 이론과 경험을 바탕으로 완성된 피지컬 트레이닝을 통해 자세하게 설명한 것이다. 피지컬 트레이닝의 역사와 변천과정에서부터 미래에 대한 예측, 피지컬 코치로서 갖추어야 할 필수 조건과 마음 자세, 운동생리학 및 운동역학의 기본 이론, 축구 영양학, 각 포지션별 필수 신체조건 및 체력, 선수들의 부상방지를 위한 부상예방 프로그램 등을 소개한다."
실전축구 (승리를 위한 실전 프로그램),https://search.shopping.naver.com/book/catalog/32504336373,https://shopping-phinf.pstatic.net/main_3250433/32504336373.20220527033834.jpg,삼호미디어 편집부,삼호미디어,0,"다양한 기술과 전술로 축구를 즐기자!

정교한 일러스트와 과학적인 기술 해설을 겸한 축구 지침서『실전축구』. 이 책은 볼 컨트롤이나 킥 등 개인 기본 기술과 함께 공격과 수비의 팀 전술 등을 쉽고 자세한 해설과 일러스트로 풀어냈다. 포지션에서 진형, 공격과 수비 전술까지 모든 전술을 자세하게 정리하여 선수뿐만 아니라 관중들도 축구를 더욱 재미있게 관람할 있도록 했다. 또 팀플레이의 재미와 함께 1대1, 2대1의 상황에서 볼을 어떻게 지키고, 어떻게 상대편에게서 볼을 빼앗고, 상대에게 슛할 기회를 주지 않는 테크닉 등의 기본을 소개하고, 실전에서 위력을 발휘하는 볼 다루기의 기본을 간결하고 알기 쉽게 설명하였다. 선수와 지도자가 기본을 다시 한 번 점검하고 새로운 전술을 배우고, 축구를 사랑하는 축구팬들이 더 깊이 있고 흥미롭게 축구를 즐길 수 있도록 도와준다."
과학축구 (피지컬 트레이닝),https://search.shopping.naver.com/book/catalog/32505142622,https://shopping-phinf.pstatic.net/main_3250514/32505142622.20220527074356.jpg,신재명,한울,0,"『과학축구』는 현대 축구 피지컬 트레이닝에 관한 다양하고 전문적인 내용을 담아낸 책이다. 축구 피지컬 트레이닝의 역사와 변천과정에서부터 운동생리학 및 운동역학의 기본 이론, 축구 영양학, 각 포지션별 필수 신체조건 및 체력, 부상 후 재활 트레이닝, 최첨단 피지컬 트레이닝 장비 등의 내용이 담겨 있다."
축구,https://search.shopping.naver.com/book/catalog/32485091887,https://shopping-phinf.pstatic.net/main_3248509/32485091887.20220524184800.jpg,크리스티안 페트리,다감,0,"축구의 세계로 함께 떠나 볼까요?

초등학교 저학년 아이들이 꼭 알아야 할 기초 과학 상식을 담아낸「나한테 물어봐」제3권 『축구』. 축구는 언제부터 시작했을까? 축구 경기 규칙에는 무엇무엇이 있을까? 세계적인 축구 선수는 누가 있을까? 이 책은 축구에 대해 꼭 알아 두어야 할 내용을 알기 쉽게 설명해준다. 이해하기 쉬운 문장과 한눈에 들어오는 재미 있는 그림으로 축구에 대한 다양한 지식과 스포츠 과학을 함께 배울 수 있도록 구성하였다."
축구,https://search.shopping.naver.com/book/catalog/32493322782,https://shopping-phinf.pstatic.net/main_3249332/32493322782.20220527055330.jpg,윤형기,숭실대학교출판부,0,"[몸으로 익히는 축구]는 ‘몸으로 익혀’ 축구하는 법 즉, 공을 다루는 법에 대한 활용서이다. 경기에서 가장 기본이 되는 킥(kick), 드리블, 트래핑 등의 기술 방법이 사진과 함께 기술되어 있고, 축구지도법으로 스루패스, 센터링 등 패스 방법과 세트플레이에 관하여도 쉽게 설명해 보다 손쉽게 누구나 익힐 수 있도록 했다."
축구에 관한 모든 것 18 : 축구룰 (축구룰),https://search.shopping.naver.com/book/catalog/32455976783,https://shopping-phinf.pstatic.net/main_3245597/32455976783.20221228072812.jpg,정재헌,사람들,14400,"2002년 한일 월드컵 4강 이후 대한민국 축구는 급격하게 발전했다. 전체적인 시스템, 관련 시설들, 그리고 국가대표팀을 비롯하여 K리그 팀들도 국제무대에서 좋은 모습을 꾸준히 보여주고 있다. 그러나 정작 가장 기본적인 규정의 중요성은 배제되고 있다. 국내에 축구와 관련한 다양한 서적들이 출시되고 있으나, 규정을 다룬 책은 찾아보기가 힘들다. 대한축구협회에서 매년 규정에 관한 번역본을 제공하고 있지만, 보편화되지 않은 것이 현실이다. 여전히 올바르지 않은 용어가 사용되거나 규정이 잘못 알려져 있는 부분도 많다. 

『축구에 관한 모든 것』 18권에서는 축구 경기 만큼이나 중요한 룰에 관해 정리하였다. 축구 규정에 관한 전반적인 내용과 함께 역사적 배경, 변천 과정을 담아냈다. 다소 딱딱할 수 있는 내용을 감안하여 17항으로 이루어진 각 항의 앞부분에 저자의 생각 혹은 이야기를 곁들이고 있다."
친구랑 축구,https://search.shopping.naver.com/book/catalog/53070674971,https://shopping-phinf.pstatic.net/main_5307067/53070674971.20250218082849.jpg,최한결,하모니북,15000,"나는 축구를 잘해
그리고 드리블도 잘하고
리프팅도 잘해
나랑 같이 축구할래?
응. 하자."
축구가 좋아!,https://search.shopping.naver.com/book/catalog/32438287622,https://shopping-phinf.pstatic.net/main_3243828/32438287622.20230728071449.jpg,크리스티네 뇌스틀링거,비룡소,6300,"프란츠는 남들보다 작은 키, 금빛 곱슬머리, 앵두같은 입, 장미빛 뺨때문에 여자아이로 오해받곤 해 속상하다. 그런 프란츠가 이번에는 여자 친구 가비의 축구팀에서 선수로 뛰게 된다. 사실, 프란츠는 남자 애들과 함께 축구를 하고 싶었지만 어느 날, 축구공에 맞아 기절하는 바람에 다른 아이들이 프란츠를 팀에 끼워주지 않은 것.



프란츠는 '명예 소녀'가 되어 가비의 소녀 축구 팀 선수로 시합에 나간다. 상대는 프란츠의 반 남자아이들이 만든 축구팀. 맹렬하게 활약한 프란츠는 게임을 무승부로 끝낸다. 프란츠를 따돌렸던 남자 아이들은 다시 프란츠를 데리고 오려고 하지만, 프란츠는 자신의 능력을 인정해 준 소녀 축구팀에 그대로 남기로 한다.



크리스티네 뇌스틀링거의 프란츠 이야기 여섯번째 권이다."
축구경기규칙,https://search.shopping.naver.com/book/catalog/53512248816,https://shopping-phinf.pstatic.net/main_5351224/53512248816.20250312201914.jpg,안수완,부크크(bookk),13000,초등학생도 쉽게알수있는 축구의규칙
축구의 시대 (정몽규 축구 30년),https://search.shopping.naver.com/book/catalog/49376185625,https://shopping-phinf.pstatic.net/main_4937618/49376185625.20240727071304.jpg,정몽규,브레인스토어,26100,"한국 축구 역사상 가장 논쟁적인 인물 정몽규!
우리는 ‘정몽규라는 축구인’에 대해 얼마나 알고 있을까? 
정몽규 그가 걸어온 30년의 축구 여정을 되짚으며 처음 밝히는 속내를 들어본다

대한축구협회장 정몽규. 그는 2024년 현재, 아니 어쩌면 지난 10여 년간 한국 축구계에서 가장 많은 비판과 비난을 받아온 인물일지 모른다. 반반으로 나뉘어 가장 치열하게 맞붙는 정치권의 인물들도 확고한 ‘내 편’이 있다. 국민 혹은 시민의 절반으로부터는 모멸에 가까운 반의, 적의를 받을지라도, 또 다른 절반으로부터는 뜨거운 사랑과 열렬한 지지를 얻는다. 이렇듯 호감을 표하는 사람이 있다면, 비호감을 드러내는 이도 있는 것이 인간사, 세상사의 흔한 모습이고, 사실 대부분은 호불호를 떠나, 그저 철저한 무관심 속에서 살아간다. 하지만 그렇지 않은 삶을 살아가는 사람도 있다. 바로 정몽규가 그런 인물이다.
그러나 정몽규라는 사람을 비난하는 이들 중에서 정작 그에 대해 제대로 알고 있는 사람은 거의 없다는 사실이 역설적이면서도 흥미롭다. 너도 나도 정몽규를 향해 돌을 던지지만, 정작 그가 왜 그것을 감수해야 하는 대상이 되어야 하는지 알지 못한다. 굉장한 아이러니가 아닐 수 없다. 그를 비판하는 댓글을 다는 것이 마치 인터넷 세상의 놀이나 유행이 되어버린 듯한 느낌이라고 해도 과언은 아닐 것이다. 왜 그런 것일까? 왜 그렇게 된 것일까? 많은 부분이 크고 작은 오해에서 비롯된 것은 아닐까? 그렇다면 그는 왜 오해의 간극을 메우려 애쓰지 않았던 것일까?
어쩌면 이 책 『축구의 시대』가 그동안 그를 둘러싼 오해와 논란에 대해 답하는 최초의 ‘오피셜 코멘트(Official Comment)’일 수도 있겠다. 물론 이 책은 이런저런 물음에 답변하기 위해 쓰인 책이 아니다. 전혀 그렇지 않다. 정몽규라는 사람이 차갑고 날카로운 시선 속에서도 우직하고 담담하게 자신의 길을 걸어왔던 것처럼, 이 책 역시 제법 차가운 온도와 건조한 습도에서 담백하게 써내려간 이야기가 대부분이다. 그저 축구인으로 살아온 30년의 삶을 한 권의 책으로 정리해보겠다는 마음이 커다랗게 자라났기에 작년 여름부터 1년이라는 시간을 집필 작업에 몰두한 것이다.
간단히 표현하자면, 『축구의 시대』는 대중과의 오해를 좁히기 위한 책이라기보다 자신이 해왔던 일들과 걸어왔던 행보에 대해 스스로 되짚어 공유하는 책이라고 보는 것이 맞을 것이다. 그리고 그 이야기들은 제목에서 알 수 있듯이 거의 모든 것들이 축구와 한국 축구를 매개로 한다. 정몽규라는 기업인이 30년간 한국 축구의 발전을 위해 생각하고 고민했던, 도전하고 시도했던 일들이 고스란히 담겨 있다.
그 안에는 성공도, 실패도 있다. 완벽에 가까웠던 결과도 있고, 판단 착오에 가까웠던 일도 있다. 하지만 그는 그러한 일들에 대해 부풀리거나 축소하지 않는다. 잘된 것은 잘된 대로, 잘못된 것은 잘못된 대로 의미를 찾아 매듭짓는다. 그것이 자신은 물론 앞으로 한국 축구 발전을 위해 애쓸 이들에게 좋은 표식이 될 수 있다고 믿기 때문이다. 이 책에는 그러한 표식들이 가득 들어 있다."
축구선수 윌리 (웅진 세계 그림책 26),https://search.shopping.naver.com/book/catalog/32465377531,https://shopping-phinf.pstatic.net/main_3246537/32465377531.20230516165404.jpg,앤서니 브라운,웅진주니어,9900,"침팬지 윌리는 축구를 좋아해요. 선수로 뽑혀 시합에 나가는 게 꿈이죠. 축구 연습에도 열심히 나가지만, 아무도 윌리한테 공을 패스하지 않아요. 윌리에게는 축구화도 없어요. 과연 윌리는 축구 선수가 될 수 있을까요?"
축구시합,https://search.shopping.naver.com/book/catalog/32466689824,https://shopping-phinf.pstatic.net/main_3246668/32466689824.20241217084945.jpg,김감독,축구하는집,12000,축구하러 가기전에 후다닥 읽는책
축구 지능 (축구 경기를 전략적으로 지배하는 능력),https://search.shopping.naver.com/book/catalog/32483752677,https://shopping-phinf.pstatic.net/main_3248375/32483752677.20230606090504.jpg,댄 블랭크,푸른솔,13500,"『축구 지능』은 축구의 테크닉에 관한 것이 아니며, 독자가 이미 상당한 수준의 테크닉을 가지고 있으리라는 전제하에 쓰여 졌다. 20년간 대학 선수들을 지도한 경험을 토대로 저자는 선수들이 축구에서 가장 흔하지만 정말로 중요한 문제들을 신속하게 해결하는 방안들을 제시함으로써 순간순간 보다 똑똑한 결정을 내리도록 해준다."
"축구하자! (무리뉴 덕후, 사회인 축구 감독 되다)",https://search.shopping.naver.com/book/catalog/32503432868,https://shopping-phinf.pstatic.net/main_3250343/32503432868.20221229074243.jpg,이종인,이야기나무,13500,"프로 선수들은 모르는
사회인 축구의 매력!

이 책은 사회인 축구팀의 선수 겸 감독으로 오랜 기간 활동한 작가가 알려주는 사회인 축구의 모든 것을 이야기한다. 저자는 직업 축구선수처럼 금전적인 보상이 주어지지 않음에도 공을 쫓는 사람들을 가리켜 ‘사회인 축구선수’ 혹은 ‘아마추어 선수’라고 부른다. 이들에게 축구는 오로지 취미 생활일 뿐 직업이 아니고, 이들의 목표는 축구 그 자체를 즐기는 것이다. 사회생활만으로도 충분히 피곤할 이들을 경기장으로 이끄는 사회인 축구의 매력은 무엇일까?

첫 번째, 저렴하다. 모든 취미 생활에는 금전적인 투자가 따른다. 국내 사회인 축구 경기장은 다른 스포츠 경기장보다 월등히 많아 비교적 저렴한 비용으로 대여할 수 있고, 스포츠 용품 또한 저렴한 편이라 부담 없이 시작할 수 있다. 두 번째, 다양한 사람들을 만날 수 있다. 출신도 배경도 다른 수십 명의 사람을 만나 다채로운 자극과 인맥을 쌓을 수 있다! 세 번째, 많은 것을 배울 수 있다."
